dataset,dataset_shape,dataset_aug_shape,model,num_nbrs,mae_auged,mse_auged,rmse_auged,rsq_auged,expvar_auged,median_abs_err_auged
stock.csv,636,894,lgbmr,4,0.5845553471057469,0.6533022232881864,0.8082711322868005,0.9832313368525514,0.9832325155844601,0.4558778943353232
stock.csv,636,866,cbr,5,0.549587437505357,0.5034730663643842,0.7095583600834988,0.9870770832354061,0.9871261339130256,0.44319972030117327
stock.csv,636,866,xgbr,5,0.5601364427311405,0.5600347831243928,0.7483547174464746,0.985625282917605,0.9856309626792807,0.43242454528808594
stock.csv,636,866,lgbmr,5,0.5783477688375002,0.6893074815746186,0.8302454345400634,0.9823071703240751,0.9823075579821643,0.4012777479048566
treasury.csv,702,895,cbr,3,0.12752966384377537,0.0638157352876258,0.25261776518611234,0.9942418482094986,0.9943169379270234,0.06509430233359303
treasury.csv,702,895,xgbr,3,0.1262788964692041,0.05847935769908942,0.24182505597867526,0.994723354408992,0.9947292075074682,0.0636789131164548
treasury.csv,702,895,lgbmr,3,0.12585853875112898,0.0628138984353536,0.2506270105861569,0.9943322448591446,0.9943325494168922,0.06230911278215068
treasury.csv,702,850,cbr,4,0.13232978970823653,0.061355408580990485,0.24770023936401533,0.9944638457241739,0.994538285573983,0.07483633175322524
treasury.csv,702,850,xgbr,4,0.13803135836158772,0.07793233874071112,0.2791636415092609,0.9929680942508109,0.9929969329181462,0.05721420288085888
treasury.csv,702,850,lgbmr,4,0.1294363297501646,0.06805929689814043,0.2608817680447226,0.9938589477888491,0.9938591632765317,0.06473915118538898
treasury.csv,702,794,cbr,5,0.1360439789727687,0.07825693835388194,0.2797444161263669,0.9929388053327196,0.9930081953489267,0.07326682791276262
treasury.csv,702,794,xgbr,5,0.13465086821520358,0.07436802386435683,0.27270501253984464,0.9932897056213402,0.9932897876112284,0.07298984527587926
treasury.csv,702,794,lgbmr,5,0.12651669371667063,0.061242526376251785,0.2474722739545822,0.9944740311880944,0.9944783404329056,0.06822328832057956
wankara.csv,215,525,cbr,3,1.2634754167852056,2.8372085933179054,1.684401553465772,0.9871468201708226,0.9871587677358397,0.9123312470067866
wankara.csv,215,525,xgbr,3,1.4950385147670533,3.5313410193298806,1.8791862652036069,0.9840022473967913,0.9840087208388787,1.2816589355468757
wankara.csv,215,525,lgbmr,3,1.5488150053068512,4.33771858745406,2.082719037089271,0.9803491794067518,0.9803852644809437,1.2387246597270405
wankara.csv,215,435,cbr,4,1.2637382899972858,2.965394123201341,1.7220319750809916,0.9865661114873051,0.9865715467333965,0.9381014505575074
wankara.csv,215,435,xgbr,4,1.380658653547179,3.4298664463951054,1.8519898613100196,0.9844619495621842,0.9844626651271837,1.0635108947753942
wankara.csv,215,435,lgbmr,4,1.5459385801346779,4.359911001148566,2.0880399903135394,0.9802486428847876,0.9804544239618104,1.1223431399008916
wankara.csv,215,309,cbr,5,1.3628426593185783,3.3595456628659632,1.8329063431790407,0.9847805181998789,0.9848167859070162,1.066245648020633
wankara.csv,215,309,xgbr,5,1.4120328867210534,3.4102684999482675,1.8466912302678722,0.9845507325760793,0.984706452438961,1.0614559173583977
wankara.csv,215,309,lgbmr,5,1.4633651285190243,4.020034515057759,2.0050023728309547,0.9817883582253243,0.9821517455984958,1.0774178842634683
